FINCH.Epoch	visibilityVector.Active	
31041.5250810	0.0000000	
31041.5251968	0.0000000	
31041.5253125	0.0000000	
31041.5254282	0.0000000	
31041.5255440	0.0000000	
31041.5256597	0.0000000	
31041.5257755	0.0000000	
31041.5258912	0.0000000	
31041.5260069	0.0000000	
31041.5261227	0.0000000	
31041.5262384	0.0000000	
31041.5263542	0.0000000	
31041.5264699	0.0000000	
31041.5265856	0.0000000	
31041.5267014	0.0000000	
31041.5268171	0.0000000	
31041.5269329	0.0000000	
31041.5270486	0.0000000	
31041.5271644	0.0000000	
31041.5272801	0.0000000	
31041.5273958	0.0000000	
31041.5275116	0.0000000	
31041.5276273	0.0000000	
31041.5277431	0.0000000	
31041.5278588	0.0000000	
31041.5279745	0.0000000	
31041.5280903	0.0000000	
31041.5282060	0.0000000	
31041.5283218	0.0000000	
31041.5284375	0.0000000	
31041.5285532	0.0000000	
31041.5286690	0.0000000	
31041.5287847	0.0000000	
31041.5289005	0.0000000	
31041.5290162	0.0000000	
31041.5291319	0.0000000	
31041.5292477	0.0000000	
31041.5293634	0.0000000	
31041.5294792	0.0000000	
31041.5295949	0.0000000	
31041.5297106	0.0000000	
31041.5298264	0.0000000	
31041.5299421	0.0000000	
31041.5300579	0.0000000	
31041.5301736	0.0000000	
31041.5302894	0.0000000	
31041.5304051	0.0000000	
31041.5305208	0.0000000	
31041.5306366	0.0000000	
31041.5307523	0.0000000	
31041.5308681	0.0000000	
31041.5309838	0.0000000	
31041.5310995	0.0000000	
31041.5312153	0.0000000	
31041.5313310	0.0000000	
31041.5314468	0.0000000	
31041.5315625	0.0000000	
31041.5316782	0.0000000	
31041.5317940	0.0000000	
31041.5319097	0.0000000	
31041.5320255	0.0000000	
31041.5321412	0.0000000	
31041.5322569	0.0000000	
31041.5323727	0.0000000	
31041.5324884	0.0000000	
31041.5326042	0.0000000	
31041.5327199	0.0000000	
31041.5328356	0.0000000	
31041.5329514	0.0000000	
31041.5330671	0.0000000	
31041.5331829	0.0000000	
31041.5332986	0.0000000	
31041.5334144	0.0000000	
31041.5335301	0.0000000	
31041.5336458	0.0000000	
31041.5337616	0.0000000	
31041.5338773	0.0000000	
31041.5339931	0.0000000	
31041.5341088	0.0000000	
31041.5342245	0.0000000	
31041.5343403	0.0000000	
31041.5344560	0.0000000	
31041.5345718	0.0000000	
31041.5346875	0.0000000	
31041.5348032	0.0000000	
31041.5349190	0.0000000	
31041.5350347	0.0000000	
31041.5351505	0.0000000	
31041.5352662	0.0000000	
31041.5353819	0.0000000	
31041.5354977	0.0000000	
31041.5356134	0.0000000	
31041.5357292	0.0000000	
31041.5358449	0.0000000	
31041.5359606	0.0000000	
31041.5360764	0.0000000	
31041.5361921	0.0000000	
31041.5363079	0.0000000	
31041.5364236	0.0000000	
31041.5365394	0.0000000	
31041.5366551	0.0000000	
31041.5367708	0.0000000	
31041.5368866	0.0000000	
31041.5370023	0.0000000	
31041.5371181	0.0000000	
31041.5372338	0.0000000	
31041.5373495	0.0000000	
31041.5374653	0.0000000	
31041.5375810	0.0000000	
31041.5376968	0.0000000	
31041.5378125	0.0000000	
31041.5379282	0.0000000	
31041.5380440	0.0000000	
31041.5381597	0.0000000	
31041.5382755	0.0000000	
31041.5383912	0.0000000	
31041.5385069	0.0000000	
31041.5386227	0.0000000	
31041.5387384	0.0000000	
31041.5388542	0.0000000	
31041.5389699	0.0000000	
31041.5390856	0.0000000	
31041.5392014	0.0000000	
31041.5393171	0.0000000	
31041.5394329	0.0000000	
31041.5395486	0.0000000	
31041.5396644	0.0000000	
31041.5397801	0.0000000	
31041.5398958	0.0000000	
31041.5400116	0.0000000	
31041.5401273	0.0000000	
31041.5402431	0.0000000	
31041.5403588	0.0000000	
31041.5404745	0.0000000	
31041.5405903	0.0000000	
31041.5407060	0.0000000	
31041.5408218	0.0000000	
31041.5409375	0.0000000	
31041.5410532	0.0000000	
31041.5411690	0.0000000	
31041.5412847	0.0000000	
31041.5414005	0.0000000	
31041.5415162	0.0000000	
31041.5416319	0.0000000	
31041.5417477	0.0000000	
31041.5418634	0.0000000	
31041.5419792	0.0000000	
31041.5420949	0.0000000	
31041.5422106	0.0000000	
31041.5423264	0.0000000	
31041.5424421	0.0000000	
31041.5425579	0.0000000	
31041.5426736	0.0000000	
31041.5427894	0.0000000	
31041.5429051	0.0000000	
31041.5430208	0.0000000	
31041.5431366	0.0000000	
31041.5432523	0.0000000	
31041.5433681	0.0000000	
31041.5434838	0.0000000	
31041.5435995	0.0000000	
31041.5437153	0.0000000	
31041.5438310	0.0000000	
31041.5439468	0.0000000	
31041.5440625	0.0000000	
31041.5441782	0.0000000	
31041.5442940	0.0000000	
31041.5444097	0.0000000	
31041.5445255	0.0000000	
31041.5446412	0.0000000	
31041.5447569	0.0000000	
31041.5448727	0.0000000	
31041.5449884	0.0000000	
31041.5451042	0.0000000	
31041.5452199	0.0000000	
31041.5453356	0.0000000	
31041.5454514	0.0000000	
31041.5455671	0.0000000	
31041.5456829	0.0000000	
31041.5457986	0.0000000	
31041.5459144	0.0000000	
31041.5460301	0.0000000	
31041.5461458	0.0000000	
31041.5462616	0.0000000	
31041.5463773	0.0000000	
31041.5464931	0.0000000	
31041.5466088	0.0000000	
31041.5467245	0.0000000	
31041.5468403	0.0000000	
31041.5469560	0.0000000	
31041.5470718	0.0000000	
31041.5471875	0.0000000	
31041.5473032	0.0000000	
31041.5474190	0.0000000	
31041.5475347	0.0000000	
31041.5476505	0.0000000	
31041.5477662	0.0000000	
31041.5478819	0.0000000	
31041.5479977	0.0000000	
31041.5481134	0.0000000	
31041.5482292	0.0000000	
31041.5483449	0.0000000	
31041.5484606	0.0000000	
31041.5485764	0.0000000	
31041.5486921	0.0000000	
31041.5488079	0.0000000	
31041.5489236	0.0000000	
31041.5490394	0.0000000	
31041.5491551	0.0000000	
31041.5492708	0.0000000	
31041.5493866	0.0000000	
31041.5495023	0.0000000	
31041.5496181	0.0000000	
31041.5497338	0.0000000	
31041.5498495	0.0000000	
31041.5499653	0.0000000	
31041.5500810	0.0000000	
31041.5501968	0.0000000	
31041.5503125	0.0000000	
31041.5504282	0.0000000	
31041.5505440	0.0000000	
31041.5506597	0.0000000	
31041.5507755	0.0000000	
31041.5508912	0.0000000	
31041.5510069	0.0000000	
31041.5511227	0.0000000	
31041.5512384	0.0000000	
31041.5513542	0.0000000	
31041.5514699	0.0000000	
31041.5515856	0.0000000	
31041.5517014	0.0000000	
31041.5518171	0.0000000	
31041.5519329	0.0000000	
31041.5520486	0.0000000	
31041.5521644	0.0000000	
31041.5522801	0.0000000	
31041.5523958	0.0000000	
31041.5525116	0.0000000	
31041.5526273	0.0000000	
31041.5527431	0.0000000	
31041.5528588	0.0000000	
31041.5529745	0.0000000	
31041.5530903	0.0000000	
31041.5532060	0.0000000	
31041.5533218	0.0000000	
31041.5534375	0.0000000	
31041.5535532	0.0000000	
31041.5536690	0.0000000	
31041.5537847	0.0000000	
31041.5539005	0.0000000	
31041.5540162	0.0000000	
31041.5541319	0.0000000	
31041.5542477	0.0000000	
31041.5543634	0.0000000	
31041.5544792	0.0000000	
31041.5545949	0.0000000	
31041.5547106	0.0000000	
31041.5548264	0.0000000	
31041.5549421	0.0000000	
31041.5550579	0.0000000	
31041.5551736	0.0000000	
31041.5552894	0.0000000	
31041.5554051	0.0000000	
31041.5555208	0.0000000	
31041.5556366	0.0000000	
31041.5557523	0.0000000	
31041.5558681	0.0000000	
31041.5559838	0.0000000	
31041.5560995	0.0000000	
31041.5562153	0.0000000	
31041.5563310	0.0000000	
31041.5564468	0.0000000	
31041.5565625	0.0000000	
31041.5566782	0.0000000	
31041.5567940	0.0000000	
31041.5569097	0.0000000	
31041.5570255	0.0000000	
31041.5571412	0.0000000	
31041.5572569	0.0000000	
31041.5573727	0.0000000	
31041.5574884	0.0000000	
31041.5576042	0.0000000	
31041.5577199	0.0000000	
31041.5578356	0.0000000	
31041.5579514	0.0000000	
31041.5580671	0.0000000	
31041.5581829	0.0000000	
31041.5582986	0.0000000	
31041.5584144	0.0000000	
31041.5585301	0.0000000	
31041.5586458	0.0000000	
31041.5587616	0.0000000	
31041.5588773	0.0000000	
31041.5589931	0.0000000	
31041.5591088	0.0000000	
31041.5592245	0.0000000	
31041.5593403	0.0000000	
31041.5594560	0.0000000	
31041.5595718	0.0000000	
31041.5596875	0.0000000	
31041.5598032	0.0000000	
31041.5599190	0.0000000	
31041.5600347	0.0000000	
31041.5601505	0.0000000	
31041.5602662	0.0000000	
31041.5603819	0.0000000	
31041.5604977	0.0000000	
31041.5606134	0.0000000	
31041.5607292	0.0000000	
31041.5608449	0.0000000	
31041.5609606	0.0000000	
31041.5610764	0.0000000	
31041.5611921	0.0000000	
31041.5613079	0.0000000	
31041.5614236	0.0000000	
31041.5615394	0.0000000	
31041.5616551	0.0000000	
31041.5617708	0.0000000	
31041.5618866	0.0000000	
31041.5620023	0.0000000	
31041.5621181	0.0000000	
31041.5622338	0.0000000	
31041.5623495	0.0000000	
31041.5624653	0.0000000	
31041.5625810	0.0000000	
31041.5626968	0.0000000	
31041.5628125	0.0000000	
31041.5629282	0.0000000	
31041.5630440	0.0000000	
31041.5631597	0.0000000	
31041.5632755	0.0000000	
31041.5633912	0.0000000	
31041.5635069	0.0000000	
31041.5636227	0.0000000	
31041.5637384	0.0000000	
31041.5638542	0.0000000	
31041.5639699	0.0000000	
31041.5640856	0.0000000	
31041.5642014	0.0000000	
31041.5643171	0.0000000	
31041.5644329	0.0000000	
31041.5645486	0.0000000	
31041.5646644	0.0000000	
31041.5647801	0.0000000	
31041.5648958	0.0000000	
31041.5650116	0.0000000	
31041.5651273	0.0000000	
31041.5652431	0.0000000	
31041.5653588	0.0000000	
31041.5654745	0.0000000	
31041.5655903	0.0000000	
31041.5657060	0.0000000	
31041.5658218	0.0000000	
31041.5659375	0.0000000	
31041.5660532	0.0000000	
31041.5661690	0.0000000	
31041.5662847	0.0000000	
31041.5664005	0.0000000	
31041.5665162	0.0000000	
31041.5666319	0.0000000	
31041.5667477	0.0000000	
31041.5668634	0.0000000	
31041.5669792	0.0000000	
31041.5670949	0.0000000	
31041.5672106	0.0000000	
31041.5673264	0.0000000	
31041.5674421	0.0000000	
31041.5675579	0.0000000	
31041.5676736	0.0000000	
31041.5677894	0.0000000	
31041.5679051	0.0000000	
31041.5680208	0.0000000	
31041.5681366	0.0000000	
31041.5682523	0.0000000	
31041.5683681	0.0000000	
31041.5684838	0.0000000	
31041.5685995	0.0000000	
31041.5687153	0.0000000	
31041.5688310	0.0000000	
31041.5689468	0.0000000	
31041.5690625	0.0000000	
31041.5691782	0.0000000	
31041.5692940	0.0000000	
31041.5694097	0.0000000	
31041.5695255	0.0000000	
31041.5696412	0.0000000	
31041.5697569	0.0000000	
31041.5698727	0.0000000	
31041.5699884	0.0000000	
31041.5701042	0.0000000	
31041.5702199	0.0000000	
31041.5703356	0.0000000	
31041.5704514	0.0000000	
31041.5705671	0.0000000	
31041.5706829	0.0000000	
31041.5707986	0.0000000	
31041.5709144	0.0000000	
31041.5710301	0.0000000	
31041.5711458	0.0000000	
31041.5712616	0.0000000	
31041.5713773	0.0000000	
31041.5714931	0.0000000	
31041.5716088	0.0000000	
31041.5717245	0.0000000	
31041.5718403	0.0000000	
31041.5719560	0.0000000	
31041.5720718	0.0000000	
31041.5721875	0.0000000	
31041.5723032	0.0000000	
31041.5724190	0.0000000	
31041.5725347	0.0000000	
31041.5726505	0.0000000	
31041.5727662	0.0000000	
31041.5728819	0.0000000	
31041.5729977	0.0000000	
31041.5731134	0.0000000	
31041.5732292	0.0000000	
31041.5733449	0.0000000	
31041.5734606	0.0000000	
31041.5735764	0.0000000	
31041.5736921	0.0000000	
31041.5738079	0.0000000	
31041.5739236	0.0000000	
31041.5740394	0.0000000	
31041.5741551	0.0000000	
31041.5742708	0.0000000	
31041.5743866	0.0000000	
31041.5745023	0.0000000	
31041.5746181	0.0000000	
31041.5747338	0.0000000	
31041.5748495	0.0000000	
31041.5749653	0.0000000	
31041.5750810	0.0000000	
31041.5751968	0.0000000	
31041.5753125	0.0000000	
31041.5754282	0.0000000	
31041.5755440	0.0000000	
31041.5756597	0.0000000	
31041.5757755	0.0000000	
31041.5758912	0.0000000	
31041.5760069	0.0000000	
31041.5761227	0.0000000	
31041.5762384	0.0000000	
31041.5763542	0.0000000	
31041.5764699	0.0000000	
31041.5765856	0.0000000	
31041.5767014	0.0000000	
31041.5768171	0.0000000	
31041.5769329	0.0000000	
31041.5770486	0.0000000	
31041.5771644	0.0000000	
31041.5772801	0.0000000	
31041.5773958	0.0000000	
31041.5775116	0.0000000	
31041.5776273	0.0000000	
31041.5777431	0.0000000	
31041.5778588	0.0000000	
31041.5779745	0.0000000	
31041.5780903	0.0000000	
31041.5782060	0.0000000	
31041.5783218	0.0000000	
31041.5784375	0.0000000	
31041.5785532	0.0000000	
31041.5786690	0.0000000	
31041.5787847	0.0000000	
31041.5789005	0.0000000	
31041.5790162	0.0000000	
31041.5791319	0.0000000	
31041.5792477	0.0000000	
31041.5793634	0.0000000	
31041.5794792	0.0000000	
31041.5795949	0.0000000	
31041.5797106	0.0000000	
31041.5798264	0.0000000	
31041.5799421	0.0000000	
31041.5800579	0.0000000	
31041.5801736	0.0000000	
31041.5802894	0.0000000	
31041.5804051	0.0000000	
31041.5805208	0.0000000	
31041.5806366	0.0000000	
31041.5807523	0.0000000	
31041.5808681	0.0000000	
31041.5809838	0.0000000	
31041.5810995	0.0000000	
31041.5812153	0.0000000	
31041.5813310	0.0000000	
31041.5814468	0.0000000	
31041.5815625	0.0000000	
31041.5816782	0.0000000	
31041.5817940	0.0000000	
31041.5819097	0.0000000	
31041.5820255	0.0000000	
31041.5821412	0.0000000	
31041.5822569	0.0000000	
31041.5823727	0.0000000	
31041.5824884	0.0000000	
31041.5826042	0.0000000	
31041.5827199	0.0000000	
31041.5828356	0.0000000	
31041.5829514	0.0000000	
31041.5830671	0.0000000	
31041.5831829	0.0000000	
31041.5832986	0.0000000	
31041.5834144	0.0000000	
31041.5835301	0.0000000	
31041.5836458	0.0000000	
31041.5837616	0.0000000	
31041.5838773	0.0000000	
31041.5839931	0.0000000	
31041.5841088	0.0000000	
31041.5842245	0.0000000	
31041.5843403	0.0000000	
31041.5844560	0.0000000	
31041.5845718	0.0000000	
31041.5846875	0.0000000	
31041.5848032	0.0000000	
31041.5849190	0.0000000	
31041.5850347	0.0000000	
31041.5851505	0.0000000	
31041.5852662	0.0000000	
31041.5853819	0.0000000	
31041.5854977	0.0000000	
31041.5856134	0.0000000	
31041.5857292	0.0000000	
31041.5858449	0.0000000	
31041.5859606	0.0000000	
31041.5860764	0.0000000	
31041.5861921	0.0000000	
31041.5863079	0.0000000	
31041.5864236	0.0000000	
31041.5865394	0.0000000	
31041.5866551	0.0000000	
31041.5867708	0.0000000	
31041.5868866	0.0000000	
31041.5870023	0.0000000	
31041.5871181	0.0000000	
31041.5872338	0.0000000	
31041.5873495	0.0000000	
31041.5874653	0.0000000	
31041.5875810	0.0000000	
31041.5876968	0.0000000	
31041.5878125	0.0000000	
31041.5879282	0.0000000	
31041.5880440	0.0000000	
31041.5881597	0.0000000	
31041.5882755	0.0000000	
31041.5883912	0.0000000	
31041.5885069	0.0000000	
31041.5886227	0.0000000	
31041.5887384	0.0000000	
31041.5888542	0.0000000	
31041.5889699	0.0000000	
31041.5890856	0.0000000	
31041.5892014	0.0000000	
31041.5893171	0.0000000	
31041.5894329	0.0000000	
31041.5895486	0.0000000	
31041.5896644	0.0000000	
31041.5897801	0.0000000	
31041.5898958	0.0000000	
31041.5900116	0.0000000	
31041.5901273	0.0000000	
31041.5902431	0.0000000	
31041.5903588	0.0000000	
31041.5904745	0.0000000	
31041.5905903	0.0000000	
31041.5907060	0.0000000	
31041.5908218	0.0000000	
31041.5909375	0.0000000	
31041.5910532	0.0000000	
31041.5911690	0.0000000	
31041.5912847	0.0000000	
31041.5914005	0.0000000	
31041.5915162	0.0000000	
31041.5916319	0.0000000	
31041.5917477	0.0000000	
31041.5918634	0.0000000	
31041.5919792	0.0000000	
31041.5920949	0.0000000	
31041.5922106	0.0000000	
31041.5923264	0.0000000	
31041.5924421	0.0000000	
31041.5925579	0.0000000	
31041.5926736	0.0000000	
31041.5927894	0.0000000	
31041.5929051	0.0000000	
31041.5930208	0.0000000	
31041.5931366	0.0000000	
31041.5932523	0.0000000	
31041.5933681	0.0000000	
31041.5934838	0.0000000	
31041.5935995	0.0000000	
31041.5937153	0.0000000	
31041.5938310	0.0000000	
31041.5939468	0.0000000	
31041.5940625	0.0000000	
31041.5941782	0.0000000	
31041.5942940	0.0000000	
31041.5944097	0.0000000	
31041.5945255	0.0000000	
31041.5946412	0.0000000	
31041.5947569	0.0000000	
31041.5948727	0.0000000	
31041.5949884	0.0000000	
31041.5951042	0.0000000	
31041.5952199	0.0000000	
31041.5953356	0.0000000	
31041.5954514	0.0000000	
31041.5955671	0.0000000	
31041.5956829	0.0000000	
31041.5957986	0.0000000	
31041.5959144	0.0000000	
31041.5960301	0.0000000	
31041.5961458	0.0000000	
31041.5962616	0.0000000	
31041.5963773	0.0000000	
31041.5964931	0.0000000	
31041.5966088	0.0000000	
31041.5967245	0.0000000	
31041.5968403	0.0000000	
31041.5969560	0.0000000	
31041.5970718	0.0000000	
31041.5971875	0.0000000	
31041.5973032	0.0000000	
31041.5974190	0.0000000	
31041.5975347	0.0000000	
31041.5976505	0.0000000	
31041.5977662	0.0000000	
31041.5978819	0.0000000	
31041.5979977	0.0000000	
31041.5981134	0.0000000	
31041.5982292	0.0000000	
31041.5983449	0.0000000	
31041.5984606	0.0000000	
31041.5985764	0.0000000	
31041.5986921	0.0000000	
31041.5988079	0.0000000	
31041.5989236	0.0000000	
31041.5990394	0.0000000	
31041.5991551	0.0000000	
31041.5992708	0.0000000	
31041.5993866	0.0000000	
31041.5995023	0.0000000	
31041.5996181	0.0000000	
31041.5997338	0.0000000	
31041.5998495	0.0000000	
31041.5999653	0.0000000	
31041.6000810	0.0000000	
31041.6001968	0.0000000	
31041.6003125	0.0000000	
31041.6004282	0.0000000	
31041.6005440	0.0000000	
31041.6006597	0.0000000	
31041.6007755	0.0000000	
31041.6008912	0.0000000	
31041.6010069	0.0000000	
31041.6011227	0.0000000	
31041.6012384	0.0000000	
31041.6013542	0.0000000	
31041.6014699	0.0000000	
31041.6015856	0.0000000	
31041.6017014	0.0000000	
31041.6018171	0.0000000	
31041.6019329	0.0000000	
31041.6020486	0.0000000	
31041.6021644	0.0000000	
31041.6022801	0.0000000	
31041.6023958	0.0000000	
31041.6025116	0.0000000	
31041.6026273	0.0000000	
31041.6027431	0.0000000	
31041.6028588	0.0000000	
31041.6029745	0.0000000	
31041.6030903	0.0000000	
31041.6032060	0.0000000	
31041.6033218	0.0000000	
31041.6034375	0.0000000	
31041.6035532	0.0000000	
31041.6036690	0.0000000	
31041.6037847	0.0000000	
31041.6039005	0.0000000	
31041.6040162	0.0000000	
31041.6041319	0.0000000	
31041.6042477	0.0000000	
31041.6043634	0.0000000	
31041.6044792	0.0000000	
31041.6045949	0.0000000	
31041.6047106	0.0000000	
31041.6048264	0.0000000	
31041.6049421	0.0000000	
31041.6050579	0.0000000	
31041.6051736	0.0000000	
31041.6052894	0.0000000	
31041.6054051	0.0000000	
31041.6055208	0.0000000	
31041.6056366	0.0000000	
31041.6057523	0.0000000	
31041.6058681	0.0000000	
31041.6059838	0.0000000	
31041.6060995	0.0000000	
31041.6062153	0.0000000	
31041.6063310	0.0000000	
31041.6064468	0.0000000	
31041.6065625	0.0000000	
31041.6066782	0.0000000	
31041.6067940	0.0000000	
31041.6069097	0.0000000	
31041.6070255	0.0000000	
31041.6071412	0.0000000	
31041.6072569	0.0000000	
31041.6073727	0.0000000	
31041.6074884	0.0000000	
31041.6076042	0.0000000	
31041.6077199	0.0000000	
31041.6078356	0.0000000	
31041.6079514	0.0000000	
31041.6080671	0.0000000	
31041.6081829	0.0000000	
31041.6082986	0.0000000	
31041.6084144	0.0000000	
31041.6085301	0.0000000	
31041.6086458	0.0000000	
31041.6087616	0.0000000	
31041.6088773	0.0000000	
31041.6089931	0.0000000	
31041.6091088	0.0000000	
31041.6092245	0.0000000	
31041.6093403	0.0000000	
31041.6094560	0.0000000	
31041.6095718	0.0000000	
31041.6096875	0.0000000	
31041.6098032	0.0000000	
31041.6099190	0.0000000	
31041.6100347	0.0000000	
31041.6101505	0.0000000	
31041.6102662	0.0000000	
31041.6103819	0.0000000	
31041.6104977	0.0000000	
31041.6106134	0.0000000	
31041.6107292	0.0000000	
31041.6108449	0.0000000	
31041.6109606	0.0000000	
31041.6110764	0.0000000	
31041.6111921	0.0000000	
31041.6113079	0.0000000	
31041.6114236	0.0000000	
31041.6115394	0.0000000	
31041.6116551	0.0000000	
31041.6117708	0.0000000	
31041.6118866	0.0000000	
31041.6120023	0.0000000	
31041.6121181	0.0000000	
31041.6122338	0.0000000	
31041.6123495	0.0000000	
31041.6124653	0.0000000	
31041.6125810	0.0000000	
31041.6126968	0.0000000	
31041.6128125	0.0000000	
31041.6129282	0.0000000	
31041.6130440	0.0000000	
31041.6131597	0.0000000	
31041.6132755	0.0000000	
31041.6133912	0.0000000	
31041.6135069	0.0000000	
31041.6136227	0.0000000	
31041.6137384	0.0000000	
31041.6138542	0.0000000	
31041.6139699	0.0000000	
31041.6140856	0.0000000	
31041.6142014	0.0000000	
31041.6143171	0.0000000	
31041.6144329	0.0000000	
31041.6145486	0.0000000	
31041.6146644	0.0000000	
31041.6147801	0.0000000	
31041.6148958	0.0000000	
31041.6150116	0.0000000	
31041.6151273	0.0000000	
31041.6152431	0.0000000	
31041.6153588	0.0000000	
31041.6154745	0.0000000	
31041.6155903	0.0000000	
