4 Jan 2026 04:02:18.297,0.000,2.199966,-163.724,-135.420088,7.993348,113.868261,66.667,65.6292,63.8683,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 05:31:44.327,0.000,2.200036,-160.733,-132.428490,7.993624,116.860134,66.667,68.6210,66.8601,1.000000e-30
4 Jan 2026 05:32:17.105,0.000,2.200028,-159.604,-131.299885,7.993594,117.988709,66.667,69.7496,67.9887,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 05:36:28.682,0.000,2.199956,-163.208,-134.903427,7.993309,114.384883,66.667,66.1458,64.3849,1.000000e-30
4 Jan 2026 05:36:53.327,0.000,2.199954,-164.007,-135.703178,7.993303,113.585125,66.667,65.3460,63.5851,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 16:59:18.383,0.000,2.200034,-163.333,-135.028640,7.993615,114.259976,66.667,66.0209,64.2600,1.000000e-30
4 Jan 2026 17:00:18.000,0.000,2.200022,-161.969,-133.664556,7.993571,115.624015,66.667,67.3849,65.6240,1.000000e-30
4 Jan 2026 17:00:21.928,0.000,2.200022,-161.893,-133.589075,7.993567,115.699492,66.667,67.4604,65.6995,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 17:01:37.243,0.000,2.200000,-161.121,-132.817109,7.993481,116.471373,66.667,68.2323,66.4714,1.000000e-30
4 Jan 2026 17:02:04.755,0.000,2.199991,-161.238,-132.934003,7.993447,116.354445,66.667,68.1154,66.3544,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 17:04:14.717,0.000,2.199964,-163.833,-135.528663,7.993339,113.759677,66.667,65.5206,63.7597,1.000000e-30
4 Jan 2026 17:04:17.318,0.000,2.199963,-163.899,-135.594982,7.993338,113.693357,66.667,65.4543,63.6934,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 18:33:29.733,0.000,2.200036,-161.510,-133.205414,7.993626,116.083213,66.667,67.8441,66.0832,1.000000e-30
4 Jan 2026 18:34:29.000,0.000,2.200022,-159.713,-131.408389,7.993569,117.880181,66.667,69.6411,67.8802,1.000000e-30
4 Jan 2026 18:34:49.606,0.000,2.200015,-159.271,-130.967317,7.993541,118.321224,66.667,70.0821,68.3212,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 18:36:25.294,0.000,2.199978,-159.748,-131.443994,7.993393,117.844400,66.667,69.6053,67.8444,1.000000e-30
4 Jan 2026 18:36:50.429,0.000,2.199970,-160.456,-132.151407,7.993366,117.136960,66.667,68.8979,67.1370,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 18:37:50.929,0.000,2.199960,-162.435,-134.131272,7.993324,115.157052,66.667,66.9180,65.1571,1.000000e-30
4 Jan 2026 18:37:53.131,0.000,2.199959,-162.508,-134.204307,7.993323,115.084016,66.667,66.8449,65.0840,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2026 18:38:25.904,0.000,2.199956,-163.572,-135.268196,7.993311,114.020116,66.667,65.7810,64.0201,1.000000e-30
4 Jan 2026 18:39:02.946,0.000,2.199954,-164.703,-136.398650,7.993302,112.889652,66.667,64.6506,62.8897,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2026 03:40:56.234,0.000,2.200007,-163.606,-135.301528,7.993509,113.986981,66.667,65.7479,63.9870,1.000000e-30
