                                                                              27 Jan 2024 12:58:45
Place-BahenGS-Sensor-Sensor2-To-Satellite-Finch:  Access Summary Report


Sensor2-To-Finch
----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                      48    18 Jan 2026 05:51:23.158    18 Jan 2026 05:54:39.964           196.806
                      49    18 Jan 2026 17:18:30.157    18 Jan 2026 17:23:37.979           307.821
                      50    18 Jan 2026 18:53:16.585    18 Jan 2026 18:56:01.433           164.849
                      51    19 Jan 2026 03:59:10.328    19 Jan 2026 04:02:03.427           173.099
                      52    19 Jan 2026 05:31:40.055    19 Jan 2026 05:36:44.861           304.806
                      53    19 Jan 2026 17:00:33.039    19 Jan 2026 17:03:57.163           204.125
                      54    19 Jan 2026 18:33:42.035    19 Jan 2026 18:38:26.879           284.844
                      55    20 Jan 2026 05:12:30.699    20 Jan 2026 05:18:21.782           351.083
                      56    20 Jan 2026 18:14:36.612    20 Jan 2026 18:20:17.317           340.705
                      57    21 Jan 2026 04:53:41.859    21 Jan 2026 04:59:43.867           362.007
                      58    21 Jan 2026 17:55:45.730    21 Jan 2026 18:01:47.451           361.721
                      59    22 Jan 2026 04:35:10.970    22 Jan 2026 04:40:53.690           342.719
                      60    22 Jan 2026 17:37:07.101    22 Jan 2026 17:42:59.641           352.540
                      61    23 Jan 2026 04:17:00.088    23 Jan 2026 04:21:49.254           289.166
                      62    23 Jan 2026 05:51:37.434    23 Jan 2026 05:54:52.243           194.809
                      63    23 Jan 2026 17:18:43.008    23 Jan 2026 17:23:51.609           308.601
                      64    23 Jan 2026 18:53:30.790    23 Jan 2026 18:56:13.370           162.580
                      65    24 Jan 2026 03:59:22.354    24 Jan 2026 04:02:17.548           175.194
                      66    24 Jan 2026 05:31:53.705    24 Jan 2026 05:36:57.698           303.993
                      67    24 Jan 2026 17:00:45.378    24 Jan 2026 17:04:11.375           205.997
                      68    24 Jan 2026 18:33:55.603    24 Jan 2026 18:38:39.522           283.919
                      69    25 Jan 2026 05:12:44.068    25 Jan 2026 05:18:34.833           350.765
                      70    25 Jan 2026 18:14:49.970    25 Jan 2026 18:20:30.240           340.270
                      71    26 Jan 2026 04:53:55.012    26 Jan 2026 04:59:57.068           362.056
                      72    26 Jan 2026 17:55:58.940    26 Jan 2026 18:02:00.589           361.648
                      73    27 Jan 2026 04:35:23.910    27 Jan 2026 04:41:07.037           343.127
                      74    27 Jan 2026 17:37:20.164    27 Jan 2026 17:43:12.996           352.831
                      75    28 Jan 2026 04:17:12.756    28 Jan 2026 04:22:02.804           290.048
                      76    28 Jan 2026 05:51:51.728    28 Jan 2026 05:55:04.507           192.779
                      77    28 Jan 2026 17:18:55.865    28 Jan 2026 17:24:05.238           309.373
                      78    28 Jan 2026 18:53:45.015    28 Jan 2026 18:56:25.288           160.273
                      79    29 Jan 2026 03:59:34.397    29 Jan 2026 04:02:31.657           177.260
                      80    29 Jan 2026 05:32:07.361    29 Jan 2026 05:37:10.532           303.171
                      81    29 Jan 2026 17:00:57.731    29 Jan 2026 17:04:25.576           207.845
                      82    29 Jan 2026 18:34:09.178    29 Jan 2026 18:38:52.163           282.985
                      83    30 Jan 2026 05:12:57.441    30 Jan 2026 05:18:47.884           350.443
                      84    30 Jan 2026 18:15:03.331    30 Jan 2026 18:20:43.161           339.830
                      85    31 Jan 2026 04:54:08.168    31 Jan 2026 05:00:10.270           362.101
                      86    31 Jan 2026 17:56:12.153    31 Jan 2026 18:02:13.725           361.572
                      87     1 Feb 2026 04:35:36.854     1 Feb 2026 04:41:20.383           343.529
                      88     1 Feb 2026 17:37:33.229     1 Feb 2026 17:43:26.347           353.118
                      89     2 Feb 2026 04:17:25.430     2 Feb 2026 04:22:16.351           290.921
                      90     2 Feb 2026 05:52:06.036     2 Feb 2026 05:55:16.758           190.721
                      91     2 Feb 2026 17:19:08.723     2 Feb 2026 17:24:18.862           310.139
                      92     2 Feb 2026 18:53:59.263     2 Feb 2026 18:56:37.183           157.920
                      93     3 Feb 2026 03:59:46.457     3 Feb 2026 04:02:45.747           179.290
                      94     3 Feb 2026 05:32:21.019     3 Feb 2026 05:37:23.363           302.344
                      95     3 Feb 2026 17:01:10.093     3 Feb 2026 17:04:39.761           209.668
                      96     3 Feb 2026 18:34:22.755     3 Feb 2026 18:39:04.798           282.043
                      97     4 Feb 2026 05:13:10.815     4 Feb 2026 05:19:00.931           350.116
                      98     4 Feb 2026 18:15:16.693     4 Feb 2026 18:20:56.077           339.384
                      99     5 Feb 2026 04:54:21.326     5 Feb 2026 05:00:23.468           362.142
                     100     5 Feb 2026 17:56:25.367     5 Feb 2026 18:02:26.858           361.491
                     101     6 Feb 2026 04:35:49.798     6 Feb 2026 04:41:33.725           343.927
                     102     6 Feb 2026 17:37:46.295     6 Feb 2026 17:43:39.695           353.400
                     103     7 Feb 2026 04:17:38.106     7 Feb 2026 04:22:29.894           291.788
                     104     7 Feb 2026 05:52:20.361     7 Feb 2026 05:55:28.990           188.629
                     105     7 Feb 2026 17:19:21.585     7 Feb 2026 17:24:32.481           310.896
                     106     7 Feb 2026 18:54:13.528     7 Feb 2026 18:56:49.058           155.530
                     107     8 Feb 2026 03:59:58.530     8 Feb 2026 04:02:59.824           181.295
                     108     8 Feb 2026 05:32:34.683     8 Feb 2026 05:37:36.189           301.506
                     109     8 Feb 2026 17:01:22.470     8 Feb 2026 17:04:53.933           211.464
                     110     8 Feb 2026 18:34:36.334     8 Feb 2026 18:39:17.429           281.095
                     111     9 Feb 2026 05:13:24.193     9 Feb 2026 05:19:13.976           349.784
                     112     9 Feb 2026 18:15:30.057     9 Feb 2026 18:21:08.994           338.937
                     113    10 Feb 2026 04:54:34.486    10 Feb 2026 05:00:36.664           362.178
                     114    10 Feb 2026 17:56:38.583    10 Feb 2026 18:02:39.991           361.409
                     115    11 Feb 2026 04:36:02.747    11 Feb 2026 04:41:47.068           344.321
                     116    11 Feb 2026 17:37:59.364    11 Feb 2026 17:43:53.041           353.677
                     117    12 Feb 2026 04:17:50.787    12 Feb 2026 04:22:43.436           292.649
                     118    12 Feb 2026 05:52:34.705    12 Feb 2026 05:55:41.208           186.503
                     119    12 Feb 2026 17:19:34.451    12 Feb 2026 17:24:46.098           311.647
                     120    12 Feb 2026 18:54:27.817    12 Feb 2026 18:57:00.911           153.094
                     121    13 Feb 2026 04:00:10.618    13 Feb 2026 04:03:13.889           183.271
                     122    13 Feb 2026 05:32:48.352    13 Feb 2026 05:37:49.013           300.661
                     123    13 Feb 2026 17:01:34.858    13 Feb 2026 17:05:08.098           213.240
                     124    13 Feb 2026 18:34:49.919    13 Feb 2026 18:39:30.055           280.136
                     125    14 Feb 2026 05:13:37.577    14 Feb 2026 05:19:27.021           349.444
                     126    14 Feb 2026 18:15:43.424    14 Feb 2026 18:21:21.907           338.483
                     127    15 Feb 2026 04:54:47.650    15 Feb 2026 05:00:49.860           362.210
                     128    15 Feb 2026 17:56:51.801    15 Feb 2026 18:02:53.121           361.320
                     129    16 Feb 2026 04:36:15.698    16 Feb 2026 04:42:00.408           344.710
                     130    16 Feb 2026 17:38:12.435    16 Feb 2026 17:44:06.385           353.950
                     131    17 Feb 2026 04:18:03.472    17 Feb 2026 04:22:56.973           293.501
                     132    17 Feb 2026 05:52:49.064    17 Feb 2026 05:55:53.409           184.345
                     133    17 Feb 2026 17:19:47.320    17 Feb 2026 17:24:59.710           312.391
                     134    17 Feb 2026 18:54:42.131    17 Feb 2026 18:57:12.738           150.607
                     135    18 Feb 2026 04:00:22.721    18 Feb 2026 04:03:27.938           185.218
                     136    18 Feb 2026 05:33:02.024    18 Feb 2026 05:38:01.833           299.809
                     137    18 Feb 2026 17:01:47.257    18 Feb 2026 17:05:22.249           214.992
                     138    18 Feb 2026 18:35:03.506    18 Feb 2026 18:39:42.676           279.170
                     139    19 Feb 2026 05:13:50.959    19 Feb 2026 05:19:40.062           349.103
                     140    19 Feb 2026 18:15:56.792    19 Feb 2026 18:21:34.815           338.024
                     141    20 Feb 2026 04:55:00.814    20 Feb 2026 05:01:03.052           362.238
                     142    20 Feb 2026 17:57:05.019    20 Feb 2026 18:03:06.246           361.227
                     143    21 Feb 2026 04:36:28.651    21 Feb 2026 04:42:13.745           345.095
                     144    21 Feb 2026 17:38:25.506    21 Feb 2026 17:44:19.724           354.218
                     145    22 Feb 2026 04:18:16.160    22 Feb 2026 04:23:10.508           294.348
                     146    22 Feb 2026 05:53:03.442    22 Feb 2026 05:56:05.591           182.149
                     147    22 Feb 2026 17:20:00.191    22 Feb 2026 17:25:13.316           313.124
                     148    22 Feb 2026 18:54:56.466    22 Feb 2026 18:57:24.543           148.077
                     149    23 Feb 2026 04:00:34.835    23 Feb 2026 04:03:41.977           187.142
                     150    23 Feb 2026 05:33:15.701    23 Feb 2026 05:38:14.648           298.947
                     151    23 Feb 2026 17:01:59.667    23 Feb 2026 17:05:36.387           216.720
                     152    23 Feb 2026 18:35:17.096    23 Feb 2026 18:39:55.295           278.199
                     153    24 Feb 2026 05:14:04.346    24 Feb 2026 05:19:53.102           348.756
                     154    24 Feb 2026 18:16:10.162    24 Feb 2026 18:21:47.726           337.564
                     155    25 Feb 2026 04:55:13.983    25 Feb 2026 05:01:16.244           362.261
                     156    25 Feb 2026 17:57:18.240    25 Feb 2026 18:03:19.371           361.130
                     157    26 Feb 2026 04:36:41.607    26 Feb 2026 04:42:27.083           345.475
                     158    26 Feb 2026 17:38:38.582    26 Feb 2026 17:44:33.063           354.481
                     159    27 Feb 2026 04:18:28.853    27 Feb 2026 04:23:24.041           295.189
                     160    27 Feb 2026 05:53:17.842    27 Feb 2026 05:56:17.756           179.915
                     161    27 Feb 2026 17:20:13.068    27 Feb 2026 17:25:26.922           313.854
                     162    27 Feb 2026 18:55:10.829    27 Feb 2026 18:57:36.321           145.492
                     163    28 Feb 2026 04:00:46.965    28 Feb 2026 04:03:56.004           189.039
                     164    28 Feb 2026 05:33:29.383    28 Feb 2026 05:38:27.466           298.083
                     165    28 Feb 2026 17:02:12.088    28 Feb 2026 17:05:50.512           218.424
                     166    28 Feb 2026 18:35:30.692    28 Feb 2026 18:40:07.915           277.224
                     167     1 Mar 2026 05:14:17.736     1 Mar 2026 05:20:06.140           348.405
                     168     1 Mar 2026 18:16:23.535     1 Mar 2026 18:22:00.631           337.096
                     169     2 Mar 2026 04:55:27.153     2 Mar 2026 05:01:29.434           362.281
                     170     2 Mar 2026 17:57:31.463     2 Mar 2026 18:03:32.495           361.032
                     171     3 Mar 2026 04:36:54.566     3 Mar 2026 04:42:40.417           345.851
                     172     3 Mar 2026 17:38:51.658     3 Mar 2026 17:44:46.398           354.740
                     173     4 Mar 2026 04:18:41.548     4 Mar 2026 04:23:37.570           296.021
                     174     4 Mar 2026 05:53:32.257     4 Mar 2026 05:56:29.903           177.646
                     175     4 Mar 2026 17:20:25.945     4 Mar 2026 17:25:40.522           314.576
                     176     4 Mar 2026 18:55:25.218     4 Mar 2026 18:57:48.069           142.851
                     177     5 Mar 2026 04:00:59.107     5 Mar 2026 04:04:10.016           190.909
                     178     5 Mar 2026 05:33:43.069     5 Mar 2026 05:38:40.274           297.205
                     179     5 Mar 2026 17:02:24.520     5 Mar 2026 17:06:04.630           220.111
                     180     5 Mar 2026 18:35:44.289     5 Mar 2026 18:40:20.525           276.236
                     181     6 Mar 2026 05:14:31.127     6 Mar 2026 05:20:19.175           348.048
                     182     6 Mar 2026 18:16:36.908     6 Mar 2026 18:22:13.532           336.624
                     183     7 Mar 2026 04:55:40.325     7 Mar 2026 05:01:42.622           362.296
                     184     7 Mar 2026 17:57:44.686     7 Mar 2026 18:03:45.614           360.927
                     185     8 Mar 2026 04:37:07.524     8 Mar 2026 04:42:53.749           346.226
                     186     8 Mar 2026 17:39:04.736     8 Mar 2026 17:44:59.729           354.993
                     187     9 Mar 2026 04:18:54.247     9 Mar 2026 04:23:51.096           296.849
                     188     9 Mar 2026 05:53:46.695     9 Mar 2026 05:56:42.028           175.333
                     189     9 Mar 2026 17:20:38.827     9 Mar 2026 17:25:54.116           315.289
                     190     9 Mar 2026 18:55:39.633     9 Mar 2026 18:57:59.792           140.159
                     191    10 Mar 2026 04:01:11.260    10 Mar 2026 04:04:24.019           192.760
                     192    10 Mar 2026 05:33:56.760    10 Mar 2026 05:38:53.078           296.318
                     193    10 Mar 2026 17:02:36.961    10 Mar 2026 17:06:18.734           221.773
                     194    10 Mar 2026 18:35:57.889    10 Mar 2026 18:40:33.131           275.241
                     195    11 Mar 2026 05:14:44.522    11 Mar 2026 05:20:32.208           347.686
                     196    11 Mar 2026 18:16:50.283    11 Mar 2026 18:22:26.432           336.148
                     197    12 Mar 2026 04:55:53.501    12 Mar 2026 05:01:55.808           362.308
                     198    12 Mar 2026 17:57:57.913    12 Mar 2026 18:03:58.731           360.818
                     199    13 Mar 2026 04:37:20.488    13 Mar 2026 04:43:07.081           346.593
                     200    13 Mar 2026 17:39:17.817    13 Mar 2026 17:45:13.059           355.243
                     201    14 Mar 2026 04:19:06.951    14 Mar 2026 04:24:04.620           297.670
                     202    14 Mar 2026 05:54:01.154    14 Mar 2026 05:56:54.134           172.979
                     203    14 Mar 2026 17:20:51.712    14 Mar 2026 17:26:07.710           315.998
                     204    14 Mar 2026 18:55:54.080    14 Mar 2026 18:58:11.482           137.402
                     205    15 Mar 2026 04:01:23.426    15 Mar 2026 04:04:38.011           194.584
                     206    15 Mar 2026 05:34:10.455    15 Mar 2026 05:39:05.879           295.424
                     207    15 Mar 2026 17:02:49.411    15 Mar 2026 17:06:32.829           223.417
                     208    15 Mar 2026 18:36:11.495    15 Mar 2026 18:40:45.732           274.237
                     209    16 Mar 2026 05:14:57.920    16 Mar 2026 05:20:45.240           347.320
                     210    16 Mar 2026 18:17:03.661    16 Mar 2026 18:22:39.329           335.667
                     211    17 Mar 2026 04:56:06.678    17 Mar 2026 05:02:08.993           362.315
                     212    17 Mar 2026 17:58:11.140    17 Mar 2026 18:04:11.845           360.705
                     213    18 Mar 2026 04:37:33.454    18 Mar 2026 04:43:20.410           346.956
                     214    18 Mar 2026 17:39:30.898    18 Mar 2026 17:45:26.386           355.487
                     215    19 Mar 2026 04:19:19.657    19 Mar 2026 04:24:18.140           298.483
                     216    19 Mar 2026 05:54:15.633    19 Mar 2026 05:57:06.217           170.584
                     217    19 Mar 2026 17:21:04.599    19 Mar 2026 17:26:21.299           316.700
                     218    19 Mar 2026 18:56:08.559    19 Mar 2026 18:58:23.137           134.579
                     219    20 Mar 2026 04:01:35.604    20 Mar 2026 04:04:51.989           196.385
                     220    20 Mar 2026 05:34:24.154    20 Mar 2026 05:39:18.675           294.521
                     221    20 Mar 2026 17:03:01.870    20 Mar 2026 17:06:46.911           225.041
                     222    20 Mar 2026 18:36:25.102    20 Mar 2026 18:40:58.328           273.226
                     223    21 Mar 2026 05:15:11.320    21 Mar 2026 05:20:58.268           346.948
                     224    21 Mar 2026 18:17:17.040    21 Mar 2026 18:22:52.222           335.182
                     225    22 Mar 2026 04:56:19.857    22 Mar 2026 05:02:22.175           362.318
                     226    22 Mar 2026 17:58:24.368    22 Mar 2026 18:04:24.956           360.588
                     227    23 Mar 2026 04:37:46.422    23 Mar 2026 04:43:33.737           347.315
                     228    23 Mar 2026 17:39:43.982    23 Mar 2026 17:45:39.709           355.727
                     229    24 Mar 2026 04:19:32.367    24 Mar 2026 04:24:31.658           299.291
                     230    24 Mar 2026 05:54:30.137    24 Mar 2026 05:57:18.275           168.137
                     231    24 Mar 2026 17:21:17.490    24 Mar 2026 17:26:34.883           317.393
                     232    24 Mar 2026 18:56:23.069    24 Mar 2026 18:58:34.761           131.692
                     233    25 Mar 2026 04:01:47.792    25 Mar 2026 04:05:05.955           198.163
                     234    25 Mar 2026 05:34:37.859    25 Mar 2026 05:39:31.467           293.608
                     235    25 Mar 2026 17:03:14.341    25 Mar 2026 17:07:00.984           226.642
                     236    25 Mar 2026 18:36:38.714    25 Mar 2026 18:41:10.921           272.207
                     237    26 Mar 2026 05:15:24.723    26 Mar 2026 05:21:11.294           346.571
                     238    26 Mar 2026 18:17:30.422    26 Mar 2026 18:23:05.114           334.693
                     239    27 Mar 2026 04:56:33.040    27 Mar 2026 05:02:35.357           362.317
                     240    27 Mar 2026 17:58:37.599    27 Mar 2026 18:04:38.066           360.467

Global Statistics
-----------------
Min Duration         232    24 Mar 2026 18:56:23.069    24 Mar 2026 18:58:34.761           131.692
Max Duration         225    22 Mar 2026 04:56:19.857    22 Mar 2026 05:02:22.175           362.318
Mean Duration                                                                              288.360
Total Duration                                                                           69206.298
